"";"ID de l'entité";"Code INSEE";"Type d'entité";"Nom de l'entité";"Editeur de la source";"Commune";"Adresse";"Code Postal";"Coordonnées";"Email";"URL";"Notes";"EPCI";"Département";"Région";"Code Officiel Région";"Nom Officiel Région";"Code Officiel Commune / Arrondissement Municipal";"Nom Officiel Commune / Arrondissement Municipal";"Population municipale";"Population comptée à part";"Population totale";"Code Officiel Département";"Code Officiel Arrondissement Départemental";"Année de recensement";"Année d’entrée en vigueur";"Année de référence géographique";"Nom Officiel EPCI";"Code Officiel EPCI";"Nom Officiel Département";"Dernier Recensement";"Déclaration Obligatoire"
"28331";"mairie-23218-01";"23218";"Mairie";"Mairie - Saint-Maurice-près-Crocq";"La Direction de l'information légale et administrative (Premier ministre)";"Saint-Maurice-Près-Crocq";"Le Bourg";"23260";"45.874401, 2.326247";"mairie.stmauriceprescrocq@orange.fr";"";"";"CC Marche et Combraille en Aquitaine";"CREUSE";"NOUVELLE-AQUITAINE";75;"Nouvelle-Aquitaine";"23218";"Saint-Maurice-près-Crocq";97;2;99;"23";1;2020;2023;2022;"CC Marche et Combraille en Aquitaine";200067593;"Creuse";2020;"No"
"28990";"mairie-23219-01";"23219";"Mairie";"Mairie - Saint-Maurice-la-Souterraine";"La Direction de l'information légale et administrative (Premier ministre)";"Saint-Maurice-la-Souterraine";"1 place de la Mairie";"23300";"46.2145004272, 1.43092000484";"communestmaurice@orange.fr";"http://www.saint-maurice-la-souterraine.com";"";"CC Monts et Vallées Ouest Creuse";"CREUSE";"NOUVELLE-AQUITAINE";75;"Nouvelle-Aquitaine";"23219";"Saint-Maurice-la-Souterraine";1190;19;1209;"23";2;2020;2023;2022;"CC du Pays Sostranien";242300135;"Creuse";2020;"No"
"34452";"mairie-23220-01";"23220";"Mairie";"Mairie - Saint-Médard";"La Direction de l'information légale et administrative (Premier ministre)";"Saint-Médard-la-Rochette";"2 rue de l'Église";"23200";"46.04356, 2.143868";"mairiesaintmedard@wanadoo.fr";"";"";"CC Marche et Combraille en Aquitaine";"CREUSE";"NOUVELLE-AQUITAINE";75;"Nouvelle-Aquitaine";"23220";"Saint-Médard-la-Rochette";559;12;571;"23";1;2020;2023;2022;"CC Marche et Combraille en Aquitaine";200067593;"Creuse";2020;"No"
"12810";"mairie-23221-01";"23221";"Mairie";"Mairie - Saint-Merd-la-Breuille";"La Direction de l'information légale et administrative (Premier ministre)";"Saint-Merd-la-Breuille";"Le Bourg";"23100";"45.7431983948, 2.43073010445";"stmerdlabreuille@orange.fr";"";"";"CC Haute-Corrèze Communauté";"CREUSE";"NOUVELLE-AQUITAINE";75;"Nouvelle-Aquitaine";"23221";"Saint-Merd-la-Breuille";192;5;197;"23";1;2020;2023;2022;"CC Haute-Corrèze Communauté";200066744;"Creuse";2020;"No"
"31013";"mairie-23222-01";"23222";"Mairie";"Mairie - Saint-Michel-de-Veisse";"La Direction de l'information légale et administrative (Premier ministre)";"Saint-Michel-de-Veisse";"1 le Bourg";"23480";"45.9513587952, 2.05381989479";"mairie.stmicheldeveisse@wanadoo.fr";"";"";"CC Creuse Sud Ouest";"CREUSE";"NOUVELLE-AQUITAINE";75;"Nouvelle-Aquitaine";"23222";"Saint-Michel-de-Veisse";163;4;167;"23";2;2020;2023;2022;"CC Creuse Sud Ouest";200067189;"Creuse";2020;"No"
"28619";"mairie-23223-01";"23223";"Mairie";"Mairie - Saint-Moreil";"La Direction de l'information légale et administrative (Premier ministre)";"Saint-Moreil";"2 route des Écoles";"23400";"45.851398468, 1.68912005425";"mairiestmoreil@orange.fr";"http://www.saint-moreil.fr";"";"CC Creuse Sud Ouest";"CREUSE";"NOUVELLE-AQUITAINE";75;"Nouvelle-Aquitaine";"23223";"Saint-Moreil";215;1;216;"23";2;2020;2023;2022;"CC Creuse Sud Ouest";200067189;"Creuse";2020;"No"
"10346";"mairie-23224-01";"23224";"Mairie";"Mairie - Saint-Oradoux-de-Chirouze";"La Direction de l'information légale et administrative (Premier ministre)";"Saint-Oradoux-de-Chirouze";"Allée de la Paix";"23100";"45.7320327759, 2.3310379982";"mairiesaintoradoux@orange.fr";"";"";"CC Haute-Corrèze Communauté";"CREUSE";"NOUVELLE-AQUITAINE";75;"Nouvelle-Aquitaine";"23224";"Saint-Oradoux-de-Chirouze";72;0;72;"23";1;2020;2023;2022;"CC Haute-Corrèze Communauté";200066744;"Creuse";2020;"No"
"17600";"mairie-23225-01";"23225";"Mairie";"Mairie - Saint-Oradoux-près-Crocq";"La Direction de l'information légale et administrative (Premier ministre)";"Saint-Oradoux-près-Crocq";"2 le Bourg";"23260";"45.878226, 2.388173";"mairie.st.oradoux.pres.crocq@orange.fr";"";"";"CC Marche et Combraille en Aquitaine";"CREUSE";"NOUVELLE-AQUITAINE";75;"Nouvelle-Aquitaine";"23225";"Saint-Oradoux-près-Crocq";107;1;108;"23";1;2020;2023;2022;"CC Marche et Combraille en Aquitaine";200067593;"Creuse";2020;"No"
"25862";"mairie-23226-01";"23226";"Mairie";"Mairie - Saint-Pardoux-d'Arnet";"La Direction de l'information légale et administrative (Premier ministre)";"Saint-Pardoux-d'Arnet";"16 route de la Prade";"23260";"46.07835, 1.2017";"mairie.st-pardoux@wanadoo.fr";"";"";"CC Marche et Combraille en Aquitaine";"CREUSE";"NOUVELLE-AQUITAINE";75;"Nouvelle-Aquitaine";"23226";"Saint-Pardoux-d'Arnet";167;6;173;"23";1;2020;2023;2022;"CC Marche et Combraille en Aquitaine";200067593;"Creuse";2020;"No"
"10981";"mairie-23227-01";"23227";"Mairie";"Mairie - Saint-Pardoux-Morterolles";"La Direction de l'information légale et administrative (Premier ministre)";"Saint-Pardoux-Morterolles";"Le Bourg";"23400";"45.8976974487, 1.820925951";"communestpardouxmorterolles@orange.fr";"http://www.commune-de-saint-pardoux-morterolles.fr";"";"CC Creuse Sud Ouest";"CREUSE";"NOUVELLE-AQUITAINE";75;"Nouvelle-Aquitaine";"23227";"Saint-Pardoux-Morterolles";205;5;210;"23";2;2020;2023;2022;"CC Creuse Sud Ouest";200067189;"Creuse";2020;"No"
"29991";"mairie-23228-01";"23228";"Mairie";"Mairie - Saint-Pardoux-le-Neuf";"La Direction de l'information légale et administrative (Premier ministre)";"Saint-Pardoux-le-Neuf";"Le Bourg";"23200";"45.931673, 2.23088";"mairie.stpardouxleneuf@orange.fr";"";"";"CC Creuse Grand Sud";"CREUSE";"NOUVELLE-AQUITAINE";75;"Nouvelle-Aquitaine";"23228";"Saint-Pardoux-le-Neuf";201;9;210;"23";1;2020;2023;2022;"CC Creuse Grand Sud";200044014;"Creuse";2020;"No"
"26449";"mairie-23229-01";"23229";"Mairie";"Mairie - Saint-Pardoux-les-Cards";"La Direction de l'information légale et administrative (Premier ministre)";"Saint-Pardoux-les-Cards";"11 route de Chénérailles";"23150";"46.0834199, 2.120068";"st.pardoux-les-cards@wanadoo.fr";"";"";"CC Marche et Combraille en Aquitaine";"CREUSE";"NOUVELLE-AQUITAINE";75;"Nouvelle-Aquitaine";"23229";"Saint-Pardoux-les-Cards";285;2;287;"23";1;2020;2023;2022;"CC Marche et Combraille en Aquitaine";200067593;"Creuse";2020;"No"
"16642";"mairie-23230-01";"23230";"Mairie";"Mairie - Saint-Pierre-Chérignat";"La Direction de l'information légale et administrative (Premier ministre)";"Saint-Pierre-Chérignat";"Les Ribières";"23430";"45.972999, 1.613709";"mairiestpierrecherignat@orange.fr";"";"";"CC Creuse Sud Ouest";"CREUSE";"NOUVELLE-AQUITAINE";75;"Nouvelle-Aquitaine";"23230";"Saint-Pierre-Chérignat";165;5;170;"23";2;2020;2023;2022;"CC Creuse Sud Ouest";200067189;"Creuse";2020;"No"
"23043";"mairie-23232-01";"23232";"Mairie";"Mairie - Saint-Pierre-Bellevue";"La Direction de l'information légale et administrative (Premier ministre)";"Saint-Pierre-Bellevue";"10 rue du 19-Mars-1962";"23460";"45.917578, 1.888493";"mairie.saintpierrebellevue@wanadoo.fr";"http://www.mairie-saint-pierre-bellevue.fr";"";"CC Creuse Sud Ouest";"CREUSE";"NOUVELLE-AQUITAINE";75;"Nouvelle-Aquitaine";"23232";"Saint-Pierre-Bellevue";208;1;209;"23";2;2020;2023;2022;"CC Creuse Sud Ouest";200067189;"Creuse";2020;"No"
"10821";"mairie-23233-01";"23233";"Mairie";"Mairie - Saint-Pierre-le-Bost";"La Direction de l'information légale et administrative (Premier ministre)";"Saint-Pierre-le-Bost";"9 le Bourg";"23600";"46.3493690491, 2.21792697906";"mairie.stpierrelebost@gmail.com";"";"";"CC Creuse Confluence";"CREUSE";"NOUVELLE-AQUITAINE";75;"Nouvelle-Aquitaine";"23233";"Saint-Pierre-le-Bost";124;1;125;"23";1;2020;2023;2022;"CC Creuse Confluence";200067544;"Creuse";2020;"No"
"20276";"mairie-23234-01";"23234";"Mairie";"Mairie - Saint-Priest";"La Direction de l'information légale et administrative (Premier ministre)";"Saint-Priest";"7 le Bourg";"23110";"46.08823, 2.34296";"mairiestpriest@orange.fr";"";"";"CC Marche et Combraille en Aquitaine";"CREUSE";"NOUVELLE-AQUITAINE";75;"Nouvelle-Aquitaine";"23234";"Saint-Priest";150;2;152;"23";1;2020;2023;2022;"CC Marche et Combraille en Aquitaine";200067593;"Creuse";2020;"No"
"18169";"mairie-23235-01";"23235";"Mairie";"Mairie - Saint-Priest-la-Feuille";"La Direction de l'information légale et administrative (Premier ministre)";"Saint-Priest-la-Feuille";"3 rue Auguste-Coulon";"23300";"46.2322006226, 1.49035000801";"stpriest.lafeuille@laposte.net";"http://www.saint-priest-la-feuille.net";"";"CC Monts et Vallées Ouest Creuse";"CREUSE";"NOUVELLE-AQUITAINE";75;"Nouvelle-Aquitaine";"23235";"Saint-Priest-la-Feuille";757;15;772;"23";2;2020;2023;2022;"CC du Pays Sostranien";242300135;"Creuse";2020;"No"
"31354";"mairie-23236-01";"23236";"Mairie";"Mairie - Saint-Priest-la-Plaine";"La Direction de l'information légale et administrative (Premier ministre)";"Saint-Priest-la-Plaine";"11 rue de la Mairie";"23240";"46.1910038, 1.6270924";"mairie.st-priest-la-plaine@orange.fr";"";"";"CC Monts et Vallées Ouest Creuse";"CREUSE";"NOUVELLE-AQUITAINE";75;"Nouvelle-Aquitaine";"23236";"Saint-Priest-la-Plaine";255;8;263;"23";2;2020;2023;2022;"CC de Bénévent Grand Bourg";242320000;"Creuse";2020;"No"
"4600";"mairie-23237-01";"23237";"Mairie";"Mairie - Saint-Priest-Palus";"La Direction de l'information légale et administrative (Premier ministre)";"Saint-Priest-Palus";"Le Bourg";"23400";"45.8977928162, 1.65814900398";"mairie.stpriestpalus@orange.fr";"";"";"CC Creuse Sud Ouest";"CREUSE";"NOUVELLE-AQUITAINE";75;"Nouvelle-Aquitaine";"23237";"Saint-Priest-Palus";55;0;55;"23";2;2020;2023;2022;"CC Creuse Sud Ouest";200067189;"Creuse";2020;"No"
"17767";"mairie-23238-01";"23238";"Mairie";"Mairie - Saint-Quentin-la-Chabanne";"La Direction de l'information légale et administrative (Premier ministre)";"Saint-Quentin-la-Chabanne";"8 rue de l’Église";"23500";"45.8639984131, 2.15551996231";"mairie.st-quentin@wanadoo.fr";"";"";"CC Creuse Grand Sud";"CREUSE";"NOUVELLE-AQUITAINE";75;"Nouvelle-Aquitaine";"23238";"Saint-Quentin-la-Chabanne";376;7;383;"23";1;2020;2023;2022;"CC Creuse Grand Sud";200044014;"Creuse";2020;"No"
"17701";"mairie-23239-01";"23239";"Mairie";"Mairie - Saint-Sébastien";"La Direction de l'information légale et administrative (Premier ministre)";"Saint-Sébastien";"1 avenue de la Gare";"23160";"46.3908996582, 1.53904998302";"communestsebastien@wanadoo.fr";"http://www.paysdunois.fr";"";"CC Monts et Vallées Ouest Creuse";"CREUSE";"NOUVELLE-AQUITAINE";75;"Nouvelle-Aquitaine";"23239";"Saint-Sébastien";633;11;644;"23";2;2020;2023;2022;"CC du Pays Dunois";242320109;"Creuse";2020;"No"
"17537";"mairie-23240-01";"23240";"Mairie";"Mairie - Saint-Silvain-Bas-le-Roc";"La Direction de l'information légale et administrative (Premier ministre)";"Saint-Silvain-Bas-le-Roc";"28 le Bourg";"23600";"46.3300476074, 2.22832298279";"commune.stsilvain@orange.fr";"";"";"CC Creuse Confluence";"CREUSE";"NOUVELLE-AQUITAINE";75;"Nouvelle-Aquitaine";"23240";"Saint-Silvain-Bas-le-Roc";409;5;414;"23";1;2020;2023;2022;"CC Creuse Confluence";200067544;"Creuse";2020;"No"
"477";"mairie-23241-01";"23241";"Mairie";"Mairie - Saint-Silvain-Bellegarde";"La Direction de l'information légale et administrative (Premier ministre)";"Saint-Silvain-Bellegarde";"1 le Bourg";"23190";"45.9729341, 2.3027452";"mairie.saint-silvain-bel@wanadoo.fr";"http://www.saintsilvainbellegarde.fr";"";"CC Marche et Combraille en Aquitaine";"CREUSE";"NOUVELLE-AQUITAINE";75;"Nouvelle-Aquitaine";"23241";"Saint-Silvain-Bellegarde";217;3;220;"23";1;2020;2023;2022;"CC Marche et Combraille en Aquitaine";200067593;"Creuse";2020;"No"
"10308";"mairie-23242-01";"23242";"Mairie";"Mairie - Saint-Silvain-Montaigut";"La Direction de l'information légale et administrative (Premier ministre)";"Saint-Silvain-Montaigut";"4 place de l'Église";"23320";"46.1361541748, 1.76371896267";"mairie.stsilvainmontaigut@orange.fr";"";"";"CA du Grand Guéret";"CREUSE";"NOUVELLE-AQUITAINE";75;"Nouvelle-Aquitaine";"23242";"Saint-Silvain-Montaigut";215;4;219;"23";2;2020;2023;2022;"CA du Grand Guéret";200034825;"Creuse";2020;"No"
"13708";"mairie-23243-01";"23243";"Mairie";"Mairie - Saint-Silvain-sous-Toulx";"La Direction de l'information légale et administrative (Premier ministre)";"Saint-Silvain-sous-Toulx";"Le Bourg";"23140";"46.26273, 2.17833";"commune.saint-silvain-sous-toulx@creuseconfluence.com";"";"";"CC Creuse Confluence";"CREUSE";"NOUVELLE-AQUITAINE";75;"Nouvelle-Aquitaine";"23243";"Saint-Silvain-sous-Toulx";148;2;150;"23";1;2020;2023;2022;"CC Creuse Confluence";200067544;"Creuse";2020;"No"
"21686";"mairie-23244-01";"23244";"Mairie";"Mairie - Saint-Sulpice-le-Dunois";"La Direction de l'information légale et administrative (Premier ministre)";"Saint-Sulpice-le-Dunois";"1 place du Souvenir";"23800";"46.2986984253, 1.7331199646";"mairie.st.sulpice.le.dunois@wanadoo.fr";"http://www.paysdunois.fr";"";"CC Monts et Vallées Ouest Creuse";"CREUSE";"NOUVELLE-AQUITAINE";75;"Nouvelle-Aquitaine";"23244";"Saint-Sulpice-le-Dunois";577;14;591;"23";2;2020;2023;2022;"CC du Pays Dunois";242320109;"Creuse";2020;"No"
"32496";"mairie-23245-01";"23245";"Mairie";"Mairie - Saint-Sulpice-le-Guérétois";"La Direction de l'information légale et administrative (Premier ministre)";"Saint-Sulpice-le-Guérétois";"1 rue de la Liberté";"23000";"46.2011985779, 1.82880997658";"mairie.stsulpicelegueretois@wanadoo.fr";"http://www.saintsulpicelegueretois.fr";"";"CA du Grand Guéret";"CREUSE";"NOUVELLE-AQUITAINE";75;"Nouvelle-Aquitaine";"23245";"Saint-Sulpice-le-Guérétois";1926;57;1983;"23";2;2020;2023;2022;"CA du Grand Guéret";200034825;"Creuse";2020;"No"
"35649";"mairie-23246-01";"23246";"Mairie";"Mairie - Saint-Sulpice-les-Champs";"La Direction de l'information légale et administrative (Premier ministre)";"Saint-Sulpice-les-Champs";"2 route d'Aubusson";"23480";"45.95409, 2.1689379";"stsulpiceleschamps@wanadoo.fr";"";"";"CC Creuse Grand Sud";"CREUSE";"NOUVELLE-AQUITAINE";75;"Nouvelle-Aquitaine";"23246";"Saint-Sulpice-les-Champs";348;8;356;"23";1;2020;2023;2022;"CC Creuse Grand Sud";200044014;"Creuse";2020;"No"
"25225";"mairie-23247-01";"23247";"Mairie";"Mairie - Saint-Vaury";"La Direction de l'information légale et administrative (Premier ministre)";"Saint-Vaury";"1 place de l'Église";"23320";"46.2583999, 1.76285";"secretariat.mairie@saint-vaury.fr";"http://www.saintvaury.com";"";"CA du Grand Guéret";"CREUSE";"NOUVELLE-AQUITAINE";75;"Nouvelle-Aquitaine";"23247";"Saint-Vaury";1735;122;1857;"23";2;2020;2023;2022;"CA du Grand Guéret";200034825;"Creuse";2020;"No"
"13873";"mairie-23248-01";"23248";"Mairie";"Mairie - Saint-Victor-en-Marche";"La Direction de l'information légale et administrative (Premier ministre)";"Saint-Victor-en-Marche";"6 rue de la Croix-du-Lac";"23000";"46.118472, 1.81487";"mairie.stvictor@wanadoo.fr";"https://www.saintvictorenmarche.fr/";"";"CA du Grand Guéret";"CREUSE";"NOUVELLE-AQUITAINE";75;"Nouvelle-Aquitaine";"23248";"Saint-Victor-en-Marche";355;8;363;"23";2;2020;2023;2022;"CA du Grand Guéret";200034825;"Creuse";2020;"No"
"2831";"mairie-23249-01";"23249";"Mairie";"Mairie - Saint-Yrieix-la-Montagne";"La Direction de l'information légale et administrative (Premier ministre)";"Saint-Yrieix-la-Montagne";"2 route de Royere";"23460";"45.88379, 2.020263";"mairie.styriexmgne@wanadoo.fr";"";"";"CC Creuse Grand Sud";"CREUSE";"NOUVELLE-AQUITAINE";75;"Nouvelle-Aquitaine";"23249";"Saint-Yrieix-la-Montagne";221;3;224;"23";1;2020;2023;2022;"CC Creuse Grand Sud";200044014;"Creuse";2020;"No"
"35705";"mairie-23250-01";"23250";"Mairie";"Mairie - Saint-Yrieix-les-Bois";"La Direction de l'information légale et administrative (Premier ministre)";"Saint-Yrieix-les-Bois";"6 rue de la Mairie";"23150";"46.1007995605, 1.93787002563";"mairie-de-saint-yrieix-les-bois@wanadoo.fr";"";"";"CA du Grand Guéret";"CREUSE";"NOUVELLE-AQUITAINE";75;"Nouvelle-Aquitaine";"23250";"Saint-Yrieix-les-Bois";291;4;295;"23";2;2020;2023;2022;"CA du Grand Guéret";200034825;"Creuse";2020;"No"
"31258";"mairie-23251-01";"23251";"Mairie";"Mairie - Tardes";"La Direction de l'information légale et administrative (Premier ministre)";"Tardes";"Le Bourg";"23170";"46.1394348145, 2.34624290466";"mairie.tardes@orange.fr";"";"";"CC Creuse Confluence";"CREUSE";"NOUVELLE-AQUITAINE";75;"Nouvelle-Aquitaine";"23251";"Tardes";120;2;122;"23";1;2020;2023;2022;"CC Creuse Confluence";200067544;"Creuse";2020;"No"
"23782";"mairie-23252-01";"23252";"Mairie";"Mairie - Tercillat";"La Direction de l'information légale et administrative (Premier ministre)";"Tercillat";"Le Bourg";"23350";"46.407641, 2.053545";"mairie.tercillat@wanadoo.fr";"";"";"CC Portes de la Creuse en Marche";"CREUSE";"NOUVELLE-AQUITAINE";75;"Nouvelle-Aquitaine";"23252";"Tercillat";153;3;156;"23";2;2020;2023;2022;"CC Portes de la Creuse en Marche";200041556;"Creuse";2020;"No"
"22694";"mairie-23253-01";"23253";"Mairie";"Mairie - Thauron";"La Direction de l'information légale et administrative (Premier ministre)";"Thauron";"Le Bourg";"23250";"45.9997177124, 1.81736600399";"mairie.thauron@orange.fr";"";"";"CC Creuse Sud Ouest";"CREUSE";"NOUVELLE-AQUITAINE";75;"Nouvelle-Aquitaine";"23253";"Thauron";177;6;183;"23";2;2020;2023;2022;"CC Creuse Sud Ouest";200067189;"Creuse";2020;"No"
"12622";"mairie-23254-01";"23254";"Mairie";"Mairie - Toulx-Sainte-Croix";"La Direction de l'information légale et administrative (Premier ministre)";"Toulx-Sainte-Croix";"5 rue de la Mairie";"23600";"46.284591, 2.214016";"mairie.toulx-ste-croix@wanadoo.fr";"";"";"CC Creuse Confluence";"CREUSE";"NOUVELLE-AQUITAINE";75;"Nouvelle-Aquitaine";"23254";"Toulx-Sainte-Croix";250;2;252;"23";1;2020;2023;2022;"CC Creuse Confluence";200067544;"Creuse";2020;"No"
"17566";"mairie-23255-01";"23255";"Mairie";"Mairie - Trois-Fonds";"La Direction de l'information légale et administrative (Premier ministre)";"Trois-Fonds";"4 Ventenat";"23230";"46.2509994507, 2.2286400795";"secretaire-trois-fonds@cc-quatreprovinces.fr";"http://www.3fonds.e-monsite.com";"";"CC Creuse Confluence";"CREUSE";"NOUVELLE-AQUITAINE";75;"Nouvelle-Aquitaine";"23255";"Trois-Fonds";123;0;123;"23";1;2020;2023;2022;"CC Creuse Confluence";200067544;"Creuse";2020;"No"
"2439";"mairie-23257-01";"23257";"Mairie";"Mairie - Vallière";"La Direction de l'information légale et administrative (Premier ministre)";"Vallière";"13 rue de la Mairie";"23120";"45.9068191, 2.035065";"mairie-valliere@wanadoo.fr";"http://www.mairie-valliere.fr";"";"CC Creuse Grand Sud";"CREUSE";"NOUVELLE-AQUITAINE";75;"Nouvelle-Aquitaine";"23257";"Vallière";715;13;728;"23";1;2020;2023;2022;"CC Creuse Grand Sud";200044014;"Creuse";2020;"No"
"12584";"mairie-23258-01";"23258";"Mairie";"Mairie - Vareilles";"La Direction de l'information légale et administrative (Premier ministre)";"Vareilles";"2 rue de la Mairie";"23300";"46.3008138, 1.4744544";"mairie.vareilles@wanadoo.fr";"";"";"CC Monts et Vallées Ouest Creuse";"CREUSE";"NOUVELLE-AQUITAINE";75;"Nouvelle-Aquitaine";"23258";"Vareilles";305;9;314;"23";2;2020;2023;2022;"CC du Pays Sostranien";242300135;"Creuse";2020;"No"
"26435";"mairie-23259-01";"23259";"Mairie";"Mairie - Verneiges";"La Direction de l'information légale et administrative (Premier ministre)";"Verneiges";"3 route de Bord";"23170";"46.2678756714, 2.33755588531";"verneiges843@orange.fr";"";"";"CC Creuse Confluence";"CREUSE";"NOUVELLE-AQUITAINE";75;"Nouvelle-Aquitaine";"23259";"Verneiges";120;1;121;"23";1;2020;2023;2022;"CC Creuse Confluence";200067544;"Creuse";2020;"No"
"6146";"mairie-23260-01";"23260";"Mairie";"Mairie - Vidaillat";"La Direction de l'information légale et administrative (Premier ministre)";"Vidaillat";"Le Bourg";"23250";"45.9574584961, 1.90772902966";"mairie-vidaillat@wanadoo.fr";"";"";"CC Creuse Sud Ouest";"CREUSE";"NOUVELLE-AQUITAINE";75;"Nouvelle-Aquitaine";"23260";"Vidaillat";191;1;192;"23";2;2020;2023;2022;"CC Creuse Sud Ouest";200067189;"Creuse";2020;"No"
"14153";"mairie-23261-01";"23261";"Mairie";"Mairie - Viersat";"La Direction de l'information légale et administrative (Premier ministre)";"Viersat";"1 rue Chatel-Guyon";"23170";"46.2705116272, 2.43086004257";"mairie.viersat@orange.fr";"";"";"CC Creuse Confluence";"CREUSE";"NOUVELLE-AQUITAINE";75;"Nouvelle-Aquitaine";"23261";"Viersat";280;4;284;"23";1;2020;2023;2022;"CC Creuse Confluence";200067544;"Creuse";2020;"No"
"18321";"mairie-23262-01";"23262";"Mairie";"Mairie - Vigeville";"La Direction de l'information légale et administrative (Premier ministre)";"Vigeville";"1 le Bourg";"23140";"46.16195, 2.075616";"mairie.vigeville@orange.fr";"";"";"CC Creuse Confluence";"CREUSE";"NOUVELLE-AQUITAINE";75;"Nouvelle-Aquitaine";"23262";"Vigeville";164;2;166;"23";1;2020;2023;2022;"CC Creuse Confluence";200067544;"Creuse";2020;"No"
"26498";"mairie-23263-01";"23263";"Mairie";"Mairie - Villard";"La Direction de l'information légale et administrative (Premier ministre)";"Villard";"1 rue de la Mairie";"23800";"46.3320643, 1.7012605";"mairie.villard@orange.fr";"";"";"CC Monts et Vallées Ouest Creuse";"CREUSE";"NOUVELLE-AQUITAINE";75;"Nouvelle-Aquitaine";"23263";"Villard";378;5;383;"23";2;2020;2023;2022;"CC du Pays Dunois";242320109;"Creuse";2020;"No"
"36505";"mairie-23264-01";"23264";"Mairie";"Mairie - La Villedieu";"La Direction de l'information légale et administrative (Premier ministre)";"La Villedieu";"Le Bourg";"23340";"45.733583, 1.886728";"mairielavilledieu@orange.fr";"";"";"CC Creuse Grand Sud";"CREUSE";"NOUVELLE-AQUITAINE";75;"Nouvelle-Aquitaine";"23264";"La Villedieu";48;1;49;"23";1;2020;2023;2022;"CC Creuse Grand Sud";200044014;"Creuse";2020;"No"
"27694";"mairie-23265-01";"23265";"Mairie";"Mairie - La Villeneuve";"La Direction de l'information légale et administrative (Premier ministre)";"La Villeneuve";"10 rue de la Mairie";"23260";"45.8978302, 2.4080075";"mairie-la-villeneuve@orange.fr";"";"";"CC Marche et Combraille en Aquitaine";"CREUSE";"NOUVELLE-AQUITAINE";75;"Nouvelle-Aquitaine";"23265";"La Villeneuve";49;0;49;"23";1;2020;2023;2022;"CC Marche et Combraille en Aquitaine";200067593;"Creuse";2020;"No"
"6876";"mairie-23266-01";"23266";"Mairie";"Mairie - La Villetelle";"La Direction de l'information légale et administrative (Premier ministre)";"La Villetelle";"7 place Saint-Laurent";"23260";"45.918228, 2.340034";"mairie.lavilletelle@wanadoo.fr";"http://www.lavilletelle.fr";"";"CC Creuse Grand Sud";"CREUSE";"NOUVELLE-AQUITAINE";75;"Nouvelle-Aquitaine";"23266";"La Villetelle";171;0;171;"23";1;2020;2023;2022;"CC Creuse Grand Sud";200044014;"Creuse";2020;"No"
"27791";"mairie-24001-01";"24001";"Mairie";"Mairie - Abjat-sur-Bandiat";"La Direction de l'information légale et administrative (Premier ministre)";"Abjat-sur-Bandiat";"Le Bourg";"24300";"45.584758, 0.75791";"mairie@abjat-sur-bandiat.fr";"http://www.abjat-sur-bandiat.fr";"";"CC du Périgord Nontronnais";"DORDOGNE";"NOUVELLE-AQUITAINE";75;"Nouvelle-Aquitaine";"24001";"Abjat-sur-Bandiat";627;9;636;"24";2;2020;2023;2022;"CC du Périgord Nontronnais";200071819;"Dordogne";2020;"No"
"9985";"mairie-24002-01";"24002";"Mairie";"Mairie - Agonac";"La Direction de l'information légale et administrative (Premier ministre)";"Agonac";"4 avenue de la Beauronne";"24460";"45.2922988, 0.7511286";"agonac.mairie@wanadoo.fr";"http://www.agonac.fr";"";"CA Le Grand Périgueux";"DORDOGNE";"NOUVELLE-AQUITAINE";75;"Nouvelle-Aquitaine";"24002";"Agonac";1791;24;1815;"24";3;2020;2023;2022;"CA Le Grand Périgueux";200040392;"Dordogne";2020;"No"
"28678";"mairie-24004-01";"24004";"Mairie";"Mairie - Ajat";"La Direction de l'information légale et administrative (Premier ministre)";"Ajat";"Le Bourg";"24210";"45.156512, 1.0154129";"mairie.ajat@wanadoo.fr";"http://www.ajat.fr";"";"CC du Terrassonnais en Périgord Noir Thenon Hautefort";"DORDOGNE";"NOUVELLE-AQUITAINE";75;"Nouvelle-Aquitaine";"24004";"Ajat";285;3;288;"24";4;2020;2023;2022;"CC Terrassonnais Haut Périgord Noir";200041150;"Dordogne";2020;"No"
"26806";"mairie-24005-01";"24005";"Mairie";"Mairie - Alles-sur-Dordogne";"La Direction de l'information légale et administrative (Premier ministre)";"Alles-sur-Dordogne";"Le Bourg";"24480";"44.860778, 0.868204";"mairie.allessurdordogne@wanadoo.fr";"http://www.alles24.fr";"";"CC des Bastides Dordogne-Périgord";"DORDOGNE";"NOUVELLE-AQUITAINE";75;"Nouvelle-Aquitaine";"24005";"Alles-sur-Dordogne";392;9;401;"24";1;2020;2023;2022;"CC des Bastides Dordogne-Périgord";200034833;"Dordogne";2020;"No"
"4956";"mairie-24006-01";"24006";"Mairie";"Mairie - Allas-les-Mines";"La Direction de l'information légale et administrative (Premier ministre)";"Allas-les-Mines";"Le Bourg";"24220";"44.8333015442, 1.0726300478";"mairie.allaslesmines@wanadoo.fr";"";"";"CC Vallée de la Dordogne et Forêt Bessède";"DORDOGNE";"NOUVELLE-AQUITAINE";75;"Nouvelle-Aquitaine";"24006";"Allas-les-Mines";194;8;202;"24";4;2020;2023;2022;"CC Vallée de la Dordogne et Forêt Bessède";200041051;"Dordogne";2020;"No"
